utterance_id,session,dialog_id,speaker,dialog_type,emotion_raw,emotion_full,valence,arousal,dominance,transcript,text_length,wav_path,audio_duration,audio_sr,has_audio,has_text,start_time,end_time,annotation_duration,emotion_4cls,emotion_6cls
Ses01M_impro02_F012,Session1,Ses01M_impro02,F,improvised,xxx,No Agreement,2.5,2.0,2.5,How do you know?,4,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F012.wav,2.2874375,16000,True,True,128.83,131.1175,2.2874999999999943,,
Ses01M_impro02_F013,Session1,Ses01M_impro02,F,improvised,sad,Sad,3.0,3.5,3.5,You're going with the same ones?,6,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F013.wav,4.0599375,16000,True,True,144.54,148.6,4.060000000000002,Sad,Sad
Ses01M_impro02_F014,Session1,Ses01M_impro02,F,improvised,xxx,No Agreement,4.0,3.0,3.0,"Always, I always do.",4,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F014.wav,2.6083125,16000,True,True,152.31,154.9183,2.6082999999999856,,
Ses01M_impro02_F015,Session1,Ses01M_impro02,F,improvised,sad,Sad,2.5,2.0,2.5,It's not the same though.,5,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F015.wav,2.6899375,16000,True,True,157.42,160.11,2.690000000000026,Sad,Sad
Ses01M_impro02_F016,Session1,Ses01M_impro02,F,improvised,xxx,No Agreement,4.0,3.0,3.0,We could hide away.,4,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F016.wav,2.86,16000,True,True,167.91,170.77,2.8600000000000136,,
Ses01M_impro02_F017,Session1,Ses01M_impro02,F,improvised,sad,Sad,4.0,3.5,3.0,Mm hmm.  We'll build a bunker and never come out.,10,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F017.wav,4.9399375,16000,True,True,172.41,177.35,4.939999999999998,Sad,Sad
Ses01M_impro02_F018,Session1,Ses01M_impro02,F,improvised,xxx,No Agreement,4.5,3.5,3.0,[LAUGHTER] Mmm.,2,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F018.wav,4.82,16000,True,True,185.54,190.36,4.820000000000022,,
Ses01M_impro02_F019,Session1,Ses01M_impro02,F,improvised,sad,Sad,3.0,3.0,3.0,Don't say that.,3,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F019.wav,2.2924375,16000,True,True,201.7575,204.05,2.292500000000018,Sad,Sad
Ses01M_impro02_F020,Session1,Ses01M_impro02,F,improvised,xxx,No Agreement,3.5,2.5,3.0,I'll send you a letter every single day.,8,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F020.wav,4.86,16000,True,True,209.95,214.81,4.860000000000014,,
Ses01M_impro02_F021,Session1,Ses01M_impro02,F,improvised,xxx,No Agreement,4.0,2.0,3.5,I love you too.,4,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F021.wav,2.2049375,16000,True,True,216.925,219.13,2.204999999999984,,
Ses01M_impro02_M000,Session1,Ses01M_impro02,M,improvised,neu,Neutral,3.0,2.5,2.5,"Hey, Joy come in here.",5,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M000.wav,3.30175,16000,True,True,4.5582,7.86,3.3018,Neutral,Neutral
Ses01M_impro02_M001,Session1,Ses01M_impro02,M,improvised,sad,Sad,2.0,2.0,3.5,I have to go back.,5,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M001.wav,3.7599375,16000,True,True,13.76,17.52,3.76,Sad,Sad
Ses01M_impro02_M002,Session1,Ses01M_impro02,M,improvised,sad,Sad,2.5,2.5,2.5,I just got a letter I have to go back.,10,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M002.wav,4.3,16000,True,True,19.33,23.63,4.300000000000001,Sad,Sad
Ses01M_impro02_M003,Session1,Ses01M_impro02,M,improvised,sad,Sad,2.0,2.5,3.0,First thing tomorrow morning.,4,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M003.wav,2.7149375,16000,True,True,27.11,29.825,2.715,Sad,Sad
Ses01M_impro02_M004,Session1,Ses01M_impro02,M,improvised,xxx,No Agreement,1.5,2.5,3.0,"I don't understand, I don't underst--",6,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M004.wav,2.72,16000,True,True,38.61,41.33,2.719999999999999,,
Ses01M_impro02_M005,Session1,Ses01M_impro02,M,improvised,xxx,No Agreement,2.5,2.0,2.0,They can do it.,4,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M005.wav,1.9275,16000,True,True,42.4225,44.35,1.927500000000002,,
Ses01M_impro02_M006,Session1,Ses01M_impro02,M,improvised,fru,Frustrated,1.5,2.0,2.0,"I guess they can do it,",6,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M006.wav,2.4399375,16000,True,True,47.19,49.63,2.440000000000005,,Frustrated
Ses01M_impro02_M007,Session1,Ses01M_impro02,M,improvised,sad,Sad,2.0,3.0,3.0,"The National Guard is I guess really spread thin and then everyone has to go.  We all have to go back, my whole companies going back.",26,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M007.wav,8.5199375,16000,True,True,49.66,58.18,8.520000000000003,Sad,Sad
Ses01M_impro02_M008,Session1,Ses01M_impro02,M,improvised,xxx,No Agreement,1.5,3.5,3.5,I can't believe it. I just got back.,8,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M008.wav,4.0199375,16000,True,True,66.16,70.18,4.02000000000001,,
Ses01M_impro02_M009,Session1,Ses01M_impro02,M,improvised,sad,Sad,2.0,2.5,3.5,"So yeah, we leave tomorrow...",5,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M009.wav,2.9225,16000,True,True,75.73,78.6525,2.9224999999999994,Sad,Sad
Ses01M_impro02_M010,Session1,Ses01M_impro02,M,improvised,sad,Sad,2.0,2.0,2.5,...we're all shipping out.,4,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M010.wav,2.68,16000,True,True,79.18,81.86,2.6799999999999926,Sad,Sad
Ses01M_impro02_M011,Session1,Ses01M_impro02,M,improvised,sad,Sad,2.5,2.5,3.5,I just got I feel like I'm in shock actually.,10,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M011.wav,4.1899375,16000,True,True,82.09,86.28,4.189999999999998,Sad,Sad
Ses01M_impro02_M012,Session1,Ses01M_impro02,M,improvised,sad,Sad,3.0,1.5,1.5,I don't know.,3,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M012.wav,1.8299375,16000,True,True,88.825,90.655,1.8299999999999983,Sad,Sad
Ses01M_impro02_M013,Session1,Ses01M_impro02,M,improvised,sad,Sad,1.5,3.0,3.5,I guess you're just going to have to have it without me.,12,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M013.wav,4.425,16000,True,True,95.45,99.875,4.424999999999997,Sad,Sad
Ses01M_impro02_M014,Session1,Ses01M_impro02,M,improvised,sad,Sad,2.0,2.0,3.5,"Hey listen, it's going to be okay though, all right?",10,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M014.wav,8.34,16000,True,True,106.1,114.44,8.340000000000003,Sad,Sad
Ses01M_impro02_M015,Session1,Ses01M_impro02,M,improvised,sad,Sad,2.0,2.0,2.5,You're going to be fine.,5,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M015.wav,2.2824375,16000,True,True,115.0275,117.31,2.282499999999999,Sad,Sad
Ses01M_impro02_M016,Session1,Ses01M_impro02,M,improvised,sad,Sad,2.5,3.0,3.5,"I'm going to be fine too, okay?",7,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M016.wav,4.3899375,16000,True,True,122.03,126.42,4.390000000000001,Sad,Sad
Ses01M_impro02_M017,Session1,Ses01M_impro02,M,improvised,sad,Sad,3.0,2.0,3.0,I know I have a good... I have a really good group of guys with me.,16,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M017.wav,6.68,16000,True,True,131.06,137.74,6.680000000000007,Sad,Sad
Ses01M_impro02_M018,Session1,Ses01M_impro02,M,improvised,sad,Sad,3.0,2.0,3.5,We're going to be okay.,5,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M018.wav,3.1899375,16000,True,True,137.75,140.94,3.1899999999999977,Sad,Sad
Ses01M_impro02_M019,Session1,Ses01M_impro02,M,improvised,sad,Sad,3.0,2.0,3.0,Do promise me you're going to take a lot of pictures.,11,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M019.wav,3.5199375,16000,True,True,149.06,152.58,3.5200000000000102,Sad,Sad
Ses01M_impro02_M020,Session1,Ses01M_impro02,M,improvised,sad,Sad,3.5,1.5,3.0,I know.,2,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M020.wav,2.0799375,16000,True,True,154.43,156.51,2.079999999999984,Sad,Sad
Ses01M_impro02_M021,Session1,Ses01M_impro02,M,improvised,sad,Sad,2.5,2.5,2.5,I just wish there was something I could do.,9,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M021.wav,3.7599375,16000,True,True,163.8,167.56,3.759999999999991,Sad,Sad
Ses01M_impro02_M022,Session1,Ses01M_impro02,M,improvised,sad,Sad,3.5,3.0,2.5,Run away?,2,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M022.wav,2.07,16000,True,True,170.94,173.01,2.069999999999993,Sad,Sad
Ses01M_impro02_M023,Session1,Ses01M_impro02,M,improvised,sad,Sad,1.5,2.5,3.5,"I really don't want to go, I don't want to go...",11,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M023.wav,5.31,16000,True,True,183.77,189.08,5.310000000000002,Sad,Sad
Ses01M_impro02_M024,Session1,Ses01M_impro02,M,improvised,xxx,No Agreement,1.5,2.5,1.5,I'm scared.,2,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M024.wav,2.73,16000,True,True,198.55,201.28,2.7299999999999898,,
Ses01M_impro02_M025,Session1,Ses01M_impro02,M,improvised,sad,Sad,3.0,2.5,3.5,I love you.,3,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M025.wav,2.4499375,16000,True,True,214.59,217.04,2.4499999999999886,Sad,Sad
Ses01M_impro03_F000,Session1,Ses01M_impro03,F,improvised,xxx,No Agreement,3.5,3.0,2.5,What?,1,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F000.wav,1.8299375,16000,True,True,5.02,6.85,1.83,,
Ses01M_impro03_F001,Session1,Ses01M_impro03,F,improvised,sur,Surprised,4.0,3.5,3.0,[BREATHING],1,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F001.wav,1.2899375,16000,True,True,10.79,12.08,1.290000000000001,,
Ses01M_impro03_F002,Session1,Ses01M_impro03,F,improvised,exc,Excited,2.5,3.0,3.0,Why?,1,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F002.wav,1.37675,16000,True,True,12.37,13.7468,1.3768000000000011,Happy,Excited
Ses01M_impro03_F003,Session1,Ses01M_impro03,F,improvised,exc,Excited,3.5,3.0,3.0,Is she on the run?,5,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F003.wav,1.5525,16000,True,True,16.19,17.7425,1.5524999999999984,Happy,Excited
Ses01M_impro03_F004,Session1,Ses01M_impro03,F,improvised,exc,Excited,4.0,3.5,3.5,"Oh, she just needs to marry you.",7,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F004.wav,2.5975,16000,True,True,19.6,22.1975,2.5975,Happy,Excited
Ses01M_impro03_F005,Session1,Ses01M_impro03,F,improvised,exc,Excited,4.5,4.5,4.0,That's incredible. That's awesome. Where's she from?  Maybe you can get a dual citizenship.,14,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F005.wav,7.2099375,16000,True,True,26.0,33.21,7.210000000000001,Happy,Excited
Ses01M_impro03_F006,Session1,Ses01M_impro03,F,improvised,exc,Excited,4.0,4.5,4.5,That's so cool. Uh huh.,5,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F006.wav,3.735,16000,True,True,35.5,39.235,3.7349999999999994,Happy,Excited
Ses01M_impro03_F007,Session1,Ses01M_impro03,F,improvised,exc,Excited,5.0,4.0,4.5,[LAUGHTER] Why did she pick you? Where were you?,9,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F007.wav,4.33,16000,True,True,39.45,43.78,4.329999999999998,Happy,Excited
Ses01M_impro03_F008,Session1,Ses01M_impro03,F,improvised,exc,Excited,4.0,3.5,4.0,You were at a party? And she's like hey. You seem unattached she's like.,14,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F008.wav,7.2,16000,True,True,47.32,54.52,7.200000000000003,Happy,Excited
Ses01M_impro03_F009,Session1,Ses01M_impro03,F,improvised,exc,Excited,4.0,3.5,3.0,That's unbelievable... Yeah.,3,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F009.wav,3.7774375,16000,True,True,55.9325,59.71,3.7775000000000034,Happy,Excited
Ses01M_impro03_F010,Session1,Ses01M_impro03,F,improvised,exc,Excited,3.5,4.5,4.0,Well I've known people who have done this before. Yeah.  You just- it's really fun actually 'cause you have like a fake engagement party and all your friends come over and like...,32,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F010.wav,11.0575,16000,True,True,61.1325,72.19,11.057499999999997,Happy,Excited
Ses01M_impro03_F011,Session1,Ses01M_impro03,F,improvised,exc,Excited,4.5,3.5,4.0,"Yeah. Yeah. And then yeah, and then you know like you could like you could do like like sock her for a lot of money",25,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F011.wav,8.4124375,16000,True,True,72.4875,80.9,8.412500000000009,Happy,Excited
Ses01M_impro03_F012,Session1,Ses01M_impro03,F,improvised,exc,Excited,4.0,3.5,4.0,"Like make her rent the apartment that you two have to live together in, you know. And you won't pay any rent or you pay like, a hundred bucks a month or something.",33,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F012.wav,7.5199375,16000,True,True,80.93,88.45,7.519999999999996,Happy,Excited
Ses01M_impro03_F013,Session1,Ses01M_impro03,F,improvised,exc,Excited,4.5,3.5,4.0,Yeah.,1,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F013.wav,1.73,16000,True,True,90.11,91.84,1.730000000000004,Happy,Excited
Ses01M_impro03_F014,Session1,Ses01M_impro03,F,improvised,exc,Excited,4.5,4.0,4.0,"Dude, you lucked out.",4,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F014.wav,3.2599375,16000,True,True,92.87,96.13,3.259999999999991,Happy,Excited
Ses01M_impro03_F015,Session1,Ses01M_impro03,F,improvised,exc,Excited,4.5,4.5,4.5,"Yeah.  My colors are blush and beige what is it, do you know?",13,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F015.wav,6.6374375,16000,True,True,97.35,103.9875,6.637500000000003,Happy,Excited
Ses01M_impro03_F016,Session1,Ses01M_impro03,F,improvised,exc,Excited,4.5,4.0,4.0,Oh I don't know. [LAUGHTER],5,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F016.wav,4.4225,16000,True,True,104.6375,109.06,4.422499999999999,Happy,Excited
Ses01M_impro03_F017,Session1,Ses01M_impro03,F,improvised,neu,Neutral,3.0,2.0,2.5,I don't know get it in cash.,7,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F017.wav,2.91,16000,True,True,113.79,116.7,2.9099999999999966,Neutral,Neutral
Ses01M_impro03_F018,Session1,Ses01M_impro03,F,improvised,neu,Neutral,3.5,2.5,3.0,Yeah.,1,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F018.wav,1.2599375,16000,True,True,117.21,118.47,1.2600000000000051,Neutral,Neutral
Ses01M_impro03_F019,Session1,Ses01M_impro03,F,improvised,exc,Excited,4.0,4.0,3.5,How exciting. You should have a wedding on the beach.,10,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F019.wav,3.61,16000,True,True,120.03,123.64,3.6099999999999994,Happy,Excited
Ses01M_impro03_F020,Session1,Ses01M_impro03,F,improvised,exc,Excited,4.0,3.0,2.5,"Yeah, at night.",3,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F020.wav,1.7799375,16000,True,True,123.96,125.74,1.7800000000000011,Happy,Excited
Ses01M_impro03_F021,Session1,Ses01M_impro03,F,improvised,neu,Neutral,3.5,3.0,3.5,"Oh yeah, absolutely, absolutely.",4,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F021.wav,3.5299375,16000,True,True,128.06,131.59,3.530000000000001,Neutral,Neutral
Ses01M_impro03_F022,Session1,Ses01M_impro03,F,improvised,exc,Excited,4.5,4.0,3.5,How exciting.  You should make her bring all your friends too.,11,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F022.wav,3.9899375,16000,True,True,132.16,136.15,3.990000000000009,Happy,Excited
Ses01M_impro03_F023,Session1,Ses01M_impro03,F,improvised,exc,Excited,4.0,4.5,4.0,[GARBAGE] She's got to be loaded.  fifty thousand dollars.  That's incredible.,11,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F023.wav,7.78,16000,True,True,136.29,144.07,7.780000000000001,Happy,Excited
Ses01M_impro03_F024,Session1,Ses01M_impro03,F,improvised,exc,Excited,4.0,3.0,3.0,Incredible.,1,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F024.wav,1.8,16000,True,True,144.61,146.41,1.799999999999983,Happy,Excited
Ses01M_impro03_F025,Session1,Ses01M_impro03,F,improvised,exc,Excited,4.0,3.5,3.0,"you're a lucky, lucky, lucky man.",6,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F025.wav,3.675,16000,True,True,147.17,150.845,3.6750000000000114,Happy,Excited
Ses01M_impro03_F026,Session1,Ses01M_impro03,F,improvised,exc,Excited,4.0,3.5,3.5,"Oh, totally. Yeah.",3,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F026.wav,2.6474375,16000,True,True,151.26,153.9075,2.647500000000008,Happy,Excited
Ses01M_impro03_M000,Session1,Ses01M_impro03,M,improvised,exc,Excited,4.0,3.0,2.5,The craziest thing just happened to me.,7,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M000.wav,2.6399375,16000,True,True,2.92,5.56,2.6399999999999997,Happy,Excited
Ses01M_impro03_M001,Session1,Ses01M_impro03,M,improvised,exc,Excited,3.5,3.5,3.0,This girl; she just offered me fifty thousand dollars to marry her.,12,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M001.wav,5.2599375,16000,True,True,6.31,11.57,5.260000000000001,Happy,Excited
Ses01M_impro03_M002,Session1,Ses01M_impro03,M,improvised,xxx,No Agreement,3.5,2.5,2.5,Yeah.,1,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M002.wav,1.28,16000,True,True,11.7,12.98,1.2800000000000011,,
Ses01M_impro03_M003,Session1,Ses01M_impro03,M,improvised,neu,Neutral,3.5,2.5,2.5,"Well, she's not a citizen so she wants to get a visa.",12,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M003.wav,3.61,16000,True,True,13.26,16.87,3.610000000000001,Neutral,Neutral
Ses01M_impro03_M004,Session1,Ses01M_impro03,M,improvised,exc,Excited,3.5,4.0,4.0,"No, no, no, no, no, no she just... she's not a citizen but she wants her visa, yeah. She's going to pay me fifty thousand dollars to marry her and stay married to her for two years.",37,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M004.wav,9.2599375,16000,True,True,17.28,26.54,9.259999999999998,Happy,Excited
Ses01M_impro03_M005,Session1,Ses01M_impro03,M,improvised,exc,Excited,4.5,4.5,4.0,That's like twenty five thousand dollar a year for doing nothing. Isn't that awesome?,14,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M005.wav,4.1899375,16000,True,True,26.6,30.79,4.189999999999998,Happy,Excited
Ses01M_impro03_M006,Session1,Ses01M_impro03,M,improvised,neu,Neutral,4.0,4.0,3.0,"She's actually from England, I think.  Well she- she spoke English but she had an accent. I didn't even ask.",20,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M006.wav,7.4625,16000,True,True,32.05,39.5125,7.462500000000006,Neutral,Neutral
Ses01M_impro03_M007,Session1,Ses01M_impro03,M,improvised,exc,Excited,5.0,4.5,4.5,"Fifty thousand dollars. Fifty thousand dollars. I was just out... I just... she's - well, she's a friend of friend but like...",22,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M007.wav,8.0825,16000,True,True,39.5775,47.66,8.082499999999996,Happy,Excited
Ses01M_impro03_M008,Session1,Ses01M_impro03,M,improvised,exc,Excited,4.0,4.0,3.5,"Yeah.  Can you believe that? Yeah, she's like hey, I'm like sure I'll do it, I don't care. Yeah. I'm like fifty thousand dollars, I'd totally do it for fifty thousand dollars. But the only thing is that's kind of like illegal. So like I could go to jail probably for a long if I get caught, but...",58,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M008.wav,15.0675,16000,True,True,48.08,63.1475,15.067500000000003,Happy,Excited
Ses01M_impro03_M009,Session1,Ses01M_impro03,M,improvised,xxx,No Agreement,3.5,2.5,2.5,Have you?,2,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M009.wav,1.3149375,16000,True,True,63.635,64.95,1.3150000000000048,,
Ses01M_impro03_M010,Session1,Ses01M_impro03,M,improvised,exc,Excited,4.0,4.0,3.5,It's like I'm really going to get married. We'll have like the whole thing.,14,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M010.wav,2.68,16000,True,True,70.95,73.63,2.6799999999999926,Happy,Excited
Ses01M_impro03_M011,Session1,Ses01M_impro03,M,improvised,exc,Excited,4.5,4.0,3.5,"Oh, good. [LAUGHTER]",3,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M011.wav,2.2899375,16000,True,True,73.67,75.96,2.289999999999992,Happy,Excited
Ses01M_impro03_M012,Session1,Ses01M_impro03,M,improvised,exc,Excited,4.0,3.0,3.0,I know. What do you think I should-,8,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M012.wav,1.72,16000,True,True,80.76,82.48,1.7199999999999989,Happy,Excited
Ses01M_impro03_M013,Session1,Ses01M_impro03,M,improvised,exc,Excited,4.0,2.5,3.0,Oh good idea.,3,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M013.wav,2.1525,16000,True,True,84.5075,86.66,2.1525000000000034,Happy,Excited
Ses01M_impro03_M014,Session1,Ses01M_impro03,M,improvised,neu,Neutral,3.0,3.0,3.0,Yeah.  Make her like open the bank account and stuff too.,11,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M014.wav,3.54,16000,True,True,87.42,90.96,3.539999999999992,Neutral,Neutral
Ses01M_impro03_M015,Session1,Ses01M_impro03,M,improvised,exc,Excited,3.5,2.5,3.0,It's a good idea.,4,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M015.wav,2.1,16000,True,True,91.37,93.47,2.0999999999999943,Happy,Excited
Ses01M_impro03_M016,Session1,Ses01M_impro03,M,improvised,exc,Excited,4.5,4.0,3.5,I know.  Also I get to like plan the wedding now too. That will be fun.,16,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M016.wav,3.93,16000,True,True,94.77,98.7,3.930000000000007,Happy,Excited
Ses01M_impro03_M017,Session1,Ses01M_impro03,M,improvised,exc,Excited,4.0,4.0,3.0,"Something blue, something new, something... no I don't know. [LAUGHTER] So yeah, wonder if she's going to pay me up front but do you think it's bad though, do you think they're going to like track the money or something?",40,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M017.wav,11.33,16000,True,True,103.1,114.43,11.330000000000013,Happy,Excited
